French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
"[ - Jamais, depuis la seconde guerre mondiale, l'Europe n'a été auss1 importanté.",„Noch nie seit dem Zweiten Weltkrieg war Europa so wichtig: TS E,"‘ ""Noch nie seit dem Zweiten Weltkrieg war Europa so geschwächt.""","‘""Noch nie.seit dem Zweiten Weltkrieg war Europa so umstritten."" ; ;","_ ""Noch nie seit dem Zweiten Weltkrieg war Europa so vereint.""","""Noch nie seit dem Zweiten Weltkrieg war Europà s0_ isoliert.""","Jamais, depuis la seconde guerre mondiale, l'Amérique h'a été aussi puissante. ;","Jamais, depuis la seconde guerre mondiale, l'Afrique ; n'a été aussi déstabilisée. . .","Jamais, depuis la seconde guerre mondiale, l'Asie n'a été aussi influente. ; .","“ Jamais, depuis la seconde guerre mondiale, l'Australié - n'a été aussi industrialisée."
"} Et pourtant, jamais l'Europa n'a été dans.un si grand danger: telle est la mise en garde de Macron.","-Und doch war Europa noch nie in so groBer Gefahr“, lautet Macrons Warnung..","""Und obwohl Euröpa noch nie:so vereint war"", lautet Macrons Vision. :","""Und seitdem war Europa noch nie ın solcher ; Friedenszeit"", lautet Macrons Beobachtung.","‘““Und trotzdem war Europa noch nie so unabhängig"", - lautet Macrons Aussage. ; ;","""Und immerhin war Europa noch nie‘so wohlhabend"", “ — lautet Macrons Feststellung. ;","Et pourtant, jamais l'Amazonie n'a été dans un si grand péril: telle est l'alerté:de Macron. ;","Et pourtant, jamais l'économie n'aété dans un si grand désarro1: telleest l'avertissement de Macrôn.","- Et pourtant, jamais-la démocratie n'a été dans un si } grand danger: telle-est la préconisation de Macron.","Et pourtant, Jamais notre environnement n'a été dans un sı grand risque: telle est l'exhortation de Macron. -"
", Cela peut sonner aux oreilles de certains comme un excessif pathos pro-européen.",Für manchen mag das nach Zu viel Europa-Pathos . klingen.,Für manchen mag das nach-zu viel Kaffee-Rausch wirken.,Für manchen mag das nach zu viel Elfenbeinturm-Denken scheinen.,} Für manchen-mag das nach zu viel Tagespolitik-Getöse klingen. ‘,Für manchen mag das nach zu viel Freizeit-Hobbys ‘aussehen.,i Cela peut sonner aux oreilles de certains commeun —- pathos pro-européen équilibré.,Cela peut sonner aux oreilles de certains comme un pathos anti-européen excessif.,Cela peut retentir dans les oreilles de quelques-uns ; comme un pathos-pro-éuropéen excessif.,Cela peut résonner aux oreilles de certains comme un ; pathos pro-européen modéré.
"Mais cela ne change rien au fait que, selon les ; . . sondages, le groupe parlementairé du Parlement i - ‚europeen qui embrasse la Lega italienne, le ; Rassemblement National français et le FPÖ autrichien, pourrait passer du plus petit groupe à la quatrième „ force en présence au Parlement. ; ;","; Aber das ändert nichts daran, dass laut Umfragen jene Fraktion im Furopaparlament, welcher die italienische Lega, der franzôsische , Rassemblément National“und die ôsterreichische FPÔ angehôren, von der kleinsten zur viertstärksten Fraktion werden kônnte.","Doch das ändert nichts daran, dass laut Umfragen jene  Fraktion im Furopaparlament, welcher die deutsche CDU,  der spanische ,, Partido Popular“ und die polnische P1S ; angehôren, von der größten zur drittplatzierten - .  Fraktion werden kônnte.","; Trotzdem ändert das keineswegs die Tatsache, dass laut - Meinungsumfragen jene Fraktion-im Furopaparlament, . ' welcher die‘griechische Syriza, der irısche Sinn Féin und die französische La France Insoumise zugehören, “von der Zweitstärksten zur fünftstärksten Fraktion degradiert wérden kônnte.","Indes ändert dies nichts daran, dass Umfragen zufolge. . . jene Fraktion 1m Furopaparlament, welcher die niederländische Partij voor de Vrijheid, der ; italienische Fünf Sterne-Bewegung und die finnische ; Finnenpartei angehôren; von der mittelständischen zur ; dominantesten Fraktion aufsteigen kônnte. -","Obgleich ändert das nıchts daran, dass gemäß Umfragen  jene Fraktion 1m Europaparlament; welcher die ; ; britischeLabour Party, der schwedische ;  .Socialdemokraterna und die belgisché:Parti Socialiste  zugehôren, von der stärksten zur schwächsten Fraktion-  reduziert werden kônnte.","Pourtant, cela n'altere en rien le fait que, comme le montrent les enquêtes, le bloc législatif du Parlement européen, comprenant le parti Lega d'Italie, le Rassemblement National français et le FPÔ autrichien; pourrait se transformer du groupe le moins important  au quatrième groupe le plus puissant au Parlement. .","| Cependant; cela ne modifié pas le ‘constat que, d'après les-études; le caücus parlementaire du Parlement européen qui englobe la Lega italienne; le ; Rassemblement National français et le FPÖ autrichien; * _ —- pourrait évoluer du plus petit groupe vers la quatrième force politique-dominante au Parlement. ;","Néanmoins, cela n'influe pas sur le fait que, suivant les sondages, l'assemblée parlementaire du Parlement européen qui comprend'la Lega 1talienne, le ' Rassemblement National français et le FPÖ autrichien, :  - pourrait passer du plus petit groupe au quatrième . acteur majeur en présence au Parlement. ;","Toutefois, cela ne modifie'pas le fait que, selon les indicateurs, le collectif parlementaire du Parlement européen qui intègre la Lega 1talienne, le .… Rassemblement National français et le FPÖ autrichien, pourrait aller du plus petit groupe äla quatrième  force présente au Parlèment. L"
"Parce que le nationalisme est de nouveau en train.de progresser en Europe, lé coup de semonce de Macron, avantles élections, tombe à pic. ;","Weil der Nationalismus in der EU weiter auf dem Vormarsch 1st, konimt dèr Weckruf Macrons vor der ; ; -Europawahl gerade recht. ; a","Weil der Nationalismus.in der EU weiter auf dem Vormarsch ist, ignoriert der Weckruf Macrons vor der Furopawahl oft.","Weil der Nationalısmus in der EU weiter auf.dem - Vormarsch 1st, feiert der Weckruf Macrons vor der . Europawahl Etfolg. ; JR","Weil der Nationalismus in der EU weiter auf dem Vormarsch.ist, versäumt der Weckruf Macrons vor der ; Europawahl seine Wirkung: ;","Weil.der Nationalismus in der EU weiter auf dem Vormarsch ist, kritisiert der Weckruf Macrons vor der Europawahil die Situation. ' ;","Alors que le capitalisme connaît à nouveau une croissance en Asie, l'appel au calme de Macron, avant “… — les négociations, est opportun. . ;","« Étant donné que le socialisme gagne du terrain en ; Amérique du Sud, la mise en garde de Macron, avant la conférence, arrive juste à temps. .","Parcè que le libéralisme se renforce de plus en plus en Afrique, l'invitation au dialogue de Macron, avant la réunion, est tout à fait pertinenté.","Comme le populisme est en train de s'étendre en Australie, la recommandation de Macron, avant le référendum, est toüt.à fait adaptée. c."
"Même si.l'adhesion des Allemands à 1a Communaute des (encore) 28 Etats-est encore relativement‘élevée par - ; rapport à l'ensemble de l'Europe, les élections  européennes devraient, ici'aussi, être tout sauf ; gagnees d'avance. ; ;","“ Auch wenn die Zustimmung der Menschen in Deutschland zur'Gemeinschaft der (noch) 28 Staaten ım EU-Vergleich relativ hoch 1ist, dürfte auch hierzulande die Europawahl alles andere als ein Selbstläufer wérden. …","Obwohl.die Unterstützung der Bürger ın Deutschland für cs diè Veremnigung der (noch) 28 Nationen ım EU-Vergleich - ziemlich stark ist, kônnte auch hier die Euroôpawahl  keineswegs ein Selbstgänger sein. ; ;","Auch wenn das Einverständnis der Einwohner ıin  Deutschland mit der Allıanz der (noch) 28 Länder im ; . EU-Vergleich überdurchschnittlich ist, wird auch im ;  Inland die Europawahl alles andère'als ein  Kinderspiel. : S","Trotz der Zustimmung der Bewohner in Deutschland zur Union der (noch) 28 Gebiete 1m FU-Vergleich recht hoch  ist, dürfte auch auf nationaler'Ebene die Furopawahl . keinesfalls eine leichte Aufgabe werden: e","Auch wenn das Wohlwollen der Deutschen zur  —Partherschaft der (noch) 28 Territorien im EU- Vergleich recht ausgeprägt ist, kônnte auch hierzulande die Europawahl weit entfernt von einem Spazierganñg sein. ;","Même s1 l'approbation des Français pour l'Union des (toujours) 28 nations se situe toujours assez haut - ‘ comparé à l'ensemble de l'Europe, les.élections municipales pourraient, 1ci également, être lon -  . d'être‘acquises en avance.","Bien que l'intérêt des Espagnols pour la Fraternite des (encore).28 territoires est toujours assez élevé ; par rapport à l'ensemble de l'Europe, les élections ; législatives devraient, là-aussi, être probablement : loin d'être-décidées d'avance: ‘ ;","Toutefois, l'adhésion des Italiens à l'Association des - - (toujours) 28.pays demeure généralement élevée par „ — Tapport à tout l'Europe, les élections régionales ; ; pourraient, ic1 aussi, s'avérer être absolument ... incertainès, ;","Malgre que l'acception des Belges envers la.‘ ... Confédération des (encore) 28 régions européennes  reste toujours assez grande par rapport au reste de ; l'Europe, les éléctions provinciales pourraient, 1c1° ; également, s'avérer être tout sauf une victoire  assurée à l'avance."
. Les éléctions européennes sont considérées comme. ‘ _ l'épreuve'du feu pour Macron. Il va de soi que ; l'offensive de Macron répond à des motivations de politique intérieure. ;,Europawahl gilt als wichtigé Bewährungsprobe für - MacronNatürlich hat Macrons Vorstoß auch ; innenpolıtische Gründe. ; .,Natürlich hat Macrons Sieg auch ınnenpolıtische ; Auswirkungen. . W ;,Selbstverständlich beinhaltet Macrons Niederlage auch . innenpolitische Konsequenzen. …,Natürlich-hat Macrons Rücktritt auch innenpolitische Ursachen.,Selbstverständlich hat Macrons Wahl.auch ; innenpolitische Motive. },Les élections municipales sont considérées comme un défi pour Macron.,< Il va de soi que la stratégie de Macron répond à des aspirations de politique étrangère. .,Les €lections sénatoriales sont considérées comme le Jugement final pour Macron.,II va de soi que la riposte de Macron répond à des — objectifs:de politique sociale.
"Alors que l'ère de la chancelière Merkel touche i visiblement à sa fin, Macron doit encore s'imposer danñs son pays. ; ;","; Während das Ende der Ära von Bundeskanzlerin Angela Merkel absehbar ist, muss.sich Macron weiterhin noch I in seiñer Heimat bewähren. ;","— Obwohl das Ende der Ära von Präsident Macron absehbar ist, muss-sich Angela Mérkel immer noch ın ıhrem . Heimatland durchsetzen.","Während das Ende von Merkels Kanzlerschaft eindeutig ist, muss Macron noch seine Fähigkeiten in seiner Heimat beweisen. ; _","; Trotz des vorhersehbaren Endes von Macrons Präsidentschaft, hat Angela Merkel noch immer “ - Herausforderungen ın 1hrem Heimatland zu meistern. ;","Obwohl das Finale von Merkels Kanzlerschaft klar-ist, ‘ ist Macron immer noch dabei, sich in Frankreich zu behaupten. ; ‘ ;","Alors que l'ère de la chancelière Merkel semble mévitablement s'éteindre, Macron doit encore prouver son efficacité dans son pays. .","‘ Alors que l'ère'de la chancelière Merkel approche - - indubitablement de son déclim, Mäcron doit encore renforcer son emprise dans son pays. -","Alors qué l'ère de la chancelière Merkel est manifestement sur le point de se terminer, Macron doit . — encore établirsa domination dans son pays. ;","Alors que l'ère de la chancelière Merkel est ; visiblement en fin de course, Macron doit encore affirmer son autorité dans son pays."
"ı “ A Paris, le partı de Macron ""La République En Marche"" bénéficie certes d'une majorité parlementaire écrasante. .","In der Nationalversammlung m Parıs. verfügt Macrons Partei , La République en Marche““ zwär über.eine 5 erdrückende Mehrheit. ;","In der Nationalversammlung ın Parıs verfügt Macrons ; - Parte1,La République en Marche“ nicht über eine erdrückende Mehrheit: - .","; Trotz ihrer erdrückenden Mehrheit in der _ ; Nationalversammlung in Paris hat Macrons Parte1 ,La Republique en Marche“ keine absolute Macht. -",Die erdrückende Mehrheit der Nationalversammlung ın Paris stammt nicht aus Macrons Parte: „La République en Marche.“ ; .,"Macrons Partei ; La République en Marche“ hat eine - erdrückendeMehrheit, aber nicht ın der ; Nationalversammlung'in Paris.","À Paris, le parti de Macron ""La République En Marche"" ; souffre certes d'une minorité parlementaire ; désastreuse.",". À Paris, le chien de Macron ""La République En Marche"" bénéficie certes d'une popularité canine écrasante.","À Paris, le livre de Macron ""La République En Marche"" ‘ bénéficie certes d'une vente éditoriale écrasante.","À Paris, l'art de Macron ""La République En Marche"" bénéficie certes d'une admiration artistique ; écrasante. ; ."
Cela ne change rien au fait que les élections - européennes réprésentent le premier grand test politique depuis les élections présidentielles et. ' -parlementaires de 2017. ;,"Das ändert aber nichts daran, dass die Europawahl für Macron den ersten grôBeren politischen Test seit den . Präsidentschafts- und Parlamentswahlen von 2017 darstellt. ; .","Das bedeutet jedoch nicht, dass die Bundestagswahl für  ; Merkel die erste erhebliche politische Herausforderung seit den- Landtags- und Kommunalwahlen von 2005 darstellt.","Das lässt aber nicht außer Acht, dass die Bürgermeisterwahl für Müller den ersten umfangreichen “ politischen Wettkampf seit den Kreis- und ; Stadtratswahlen von 2012 darstellt: ;","- Das beeinflusst jedoch nicht, dass die Gouverneurswahl für Schwarzenegger den ersten nennenswerten politischen Wettbéwerb seit den Senats- und Gouverneurswahlen von 2003 darstellt. ; ;","Das mindert aber nıcht, dass die Wahl zum Europäischen . : - Parlament für Berlusconi den ersten beachtenswerten  politischen Prüfstemn seit den allgememen ünd  regionalen Wahlen von 2001 darstellt. ; ;",Cela ne change rien au fait que les élections 5 “ < municipales représentent le premier grand défi politique depuis les éléctions présidentielles et ; legislatıves de 2017:,Cela ne change rien au fait que les élections régionales représentent le premier grand.enjeu politique depuis les élections présidentielles et sénatoriales de 2017: - ; .,; Cela ne change rien au fait que les élections départementales représentent le premier grand - mouvement politique depuis les élections . presidentielles et municipales de 2017.,Cela ne change rien au fait que les-élections  cantonales représentent le-premier grand sondage politique depuis les éléctions présidentielles et  régionales de 2017. ; ;
"Avec-son appel à un renouveau européen, le president français essaye d'appliquer à nouveau la recette qui lui agaranti en:2017 le succès face à l'extrême  droite dé.Marine Le Pen, où les électeurs français ont - préféré le pro-européen Macron à la nationaliste Le Pen.","Mit seinem Appell für einen europäischen Neuanfang  versucht Frankreichs Präsident nun erneut das ; Erfolgsrezept anzuwenden, das‘’1hm 2017 den Erfolg über  die Rechtsextreme Marine Le Pen sicherte: Frankreichs e Wähler zogen damals den Pro-Europäer Macron der  Nationalistin Le Pen vor. ;",Mit seiner Kampagne für eine globale Neuausrichtung versucht Deutschlands Kanzler nun erneut das Gewinner- .. Modell zu.nutzen; das ihm 2016-dèn Triumph über dén }  — Rechtsradikalen Klaus Meiser sicherte: Deutschlands . Wähler zogen damals.den Pro-Globalisten Schmidt dem ; Nationalisten Meiser vor. ;,"Mit ıhrem Aufruf zu einèr nationalen Erneuerung ; versucht Italiens Präsidentin.nun erneut die Strategie ; einzusetzen, die ihr 2015 den Sieg über die ; Rechtsextremistin Laura Bianchi einbrachte: Italiens  Wähler zogen damals die Pro-Europäerin Rossi der Nationalistin Bianchi vor. .","Mit seinem Einsatz für eine europäische Neuordnung strebt Spaniens Premierminister nun erneut nach dem — ‘ Erfolgsplan, der ihm 2018 den Sieg über den ; ; Rechtsradikalen Pepe Cortes einbrachte: Spaniens - ; Wähler zogen damals den Pro-Europäer Ramos.dem ; ; Nationalisten Cortes vor..","; Mit ihrer Forderung nach-einer kontinentalen Wiederbelebung sucht Osterreichs Kanzlerin nun erneut  ; den Erfolgsweg anzuwenden, der ihr 2019 den Triumph über die Rechtsextreme-Helga Schmidt sicherte: Osterreichs Wähler zogén damals die Pro-Europäerin Fischer der Nationalistin Schmidt vor. ‘ ;","Avec son appel à un renouveau européen, le président français-tente de-reproduire la stratégie qui lui a  permis de triompher en 2017 face à l'extrême droite de Marine Le Pen, où les élééteurs français ont choistle - - Macron pro-européen plutôt que la nationaliste Le Pen.","Avec'son appel'à un renouveau européen, le président B français espère recréer la situation qui lui a valu la victoire en 2017 contre'l'extrême droite de Marine Le “Pen, où les éleéteurs français ont opté pour le pro- européen Macron contre:la nationaliste Le Pen.","Avec son appel à un rénouveau europeen, le président français tâche de mettre en œuvre une fois'‘encore la . méthode qui lui a permis de gagner en 2017 faceà — l'extrême droite de Marine Le Pen, où les électeurs  français ont favorisé le Macron pro-européen à la nâtiônaliste Le Pen. —- ;","Avec son appel à un renouveau européen, le président français cherche à réutiliser la tactique qui lui à  fait remporter-la victoire en 2017 face à l'extrême droite de Marine Le Pen, là où les élécteursfrançais  ont soutenu le pro-européen Macron contre la ; nationaliste-Le Pen. … ;"
"Il a de nombreux éléments pour-etayer le credo qu'il - ranime pour s'opposer aux sirènes des populistes et . i selon lequel c'est se fourvoyer que de vouloir quitter l'Europe: le changement climatique, l'imposition des entreprises-du web, la migration - autant de défis — » pour lesquels le cadrè de reference national est devenu trop’petit. ;","Für sein nun wiederbelebtes Credo,dass entgegen den Sirenengesängen der Populisten der Rückzug aus Europa ein Holzweg 1st, gibt es zahlreiche Belege: Klimawandel, Bésteuerung der Internetkonzerne: ;  ; Migration — für all diese Herausforderungen ist der nationale Bezugsrahmen zu klein geworden.","Für sein neulich wiederentdecktes Postulat, dass C entgegen den Beteuerungen der Populisten der Ausstieg - aus Europa ein Irrweg ist; gibt es ; zahlreichebestätigungen: Umweltschutz, ‘ Digitalwirtschaft, Immigration — für all diese . ;  . Probleme 1st der nationale Blickwinkel zu eng.","Für sein aktuell wiederholt betontes Dogma, dass ; entgegen den Versprechungen der Populisten die Abwendung von Europa ein Fehlweg 1st; gibt es ; vielfältige Nachweise: Erderwärmung, Steuerung der — Tech-Giants, Flüchtlinegskrise — für all diese Schwierigkeiten ist das/nationale Paradigma zu ; beschränkt. ‚","Für sein jüngst wieder hervorgeholtes Leitmotiv, dass ; entgegen den.Behauptungen der Populisten der Entzug - aus Europa eın Trugschluss 1st, gibt es unzählige Indizien: Umweltveränderung, Regelung der - InternetgroBkonzèrne, Bevôlkerungsbewegung — für all diese Dilemmatascheint der nationale Kontext.zu begrenzt. c-","— Für seine kürzlich wiederaufgenommene Überzeugung, dass entgegen den Parolen der Populisten die Flucht aus Furopa ein Irrtum 1st, gibt es viele Beweise: Klimaänderung, Besteuérung der Online-Giganten, Wanderungsbewegungen — für all diese Herausforderungèn ist der nationale Rahmen zu kurz'gesprungen. ;","Il possède plusieurs arguments pour Justifier. la . doctrine qu'il réactive afin de résister aux chants des démocrates et selon laquelle 1l est erroné de » — désirer quitter l'Europe: l'économie mondiale, la défense des droits d'auteur, l'égalité - autant de … «problématiques pour lesquelles:le contexte national — - s'estavéré nsuffisant. …","Îl detient.de multiples preuves pour soutenir la croyance qu'il ravive pour contrecarrer les-tentations des socialistes et selon laquelle c'est se tromper que ; de rêver de quitter l'Europe: la pauvreté croissante, la taxation des sociétés technologiques, l'éducation - - ‘ autant d'enjeux pour lesquels le cadre de référence national est devenu inadapté. ;","; Il rassemble de nombreuses données pour etayer le ;: “ . principe qu'il revitalise pour se:defendre contre les _ mirages des républicains et selon lequel c'est se  ; perdre que de souhaiter quitter l’Europe: le réchauffement climatique, la régulation des ; multinationales du numérique, l'immigration - autant de défis pour Jesquels le cadre de référence national . est devenu obsolèté.","Il-foûrnit de nombreux faits pour appuyèr l'idéologie qu'il relance pour contrer les illusions des radicaux: * … et selon läquelle c'est's'égarer que d'aspirer à quitter l'Europe: l'innovation, la fiscalité des  ; entréprises virtuelles; la diversité - autant de défis pour lesquels le cadre de référence national est devenu limité."
Ce n'est qu'unis que les Furopéens pourront surmonter - ‘les grandes missions de l'avenir.,- Nur vereint kônnen die Europäer die großen Zukunftsaufgaben bewältigen. -,Nur geeint kônnen die Europäer die kleinen - Alltagsprobleme bewältigen.,Nur vereint können die Afrikaner die großen ; - … Zukunftsaufgaben bewältigen.,Nur vereinzelt können die Europäer die großen } Zukunftsaufgaben bewältigen.,— Nur vereint kônnen die Europäer die großen Vergangenheitsprobleme bewältigen.,Ce/n'est qu'enneigés que les Furopéens pourront … surmontèr les montagnes de l'avenir.,„Ce.n'est qu'équipés que les Furopéens pourront surmonter les défis technologiques de l'avenir:,Ce n'est qu'éduqués que les Europeens pourront ; surmonter les enjeux environnementaux de l'avenir. -,; Ce.n'est qu'optimistes que les Européens pourront surmonter les crises économiques de l'avenir.
"L'UE doit rattraper son rétard dans le domaine de la digitalisation. Qu'y a-t-il à opposer, par exemple, à la proposition' faite par Macron de tenir tête aux Etats-Unis dans la recherche sur l'intelligence — —- artificielle et d'équiper le tout nouveau Conseil  < européen:de l'innovation d'une dotation généreuse?","“ EU muss im Digitalbereich aufholenWas spricht also beispielsweise gegen Macrons Vorschlag, den USA bei ; der Forschung zur künstlichen Intelligenz Paroli zu bietén und dabei den neuen Furopäischen Innovationsrat mit einem groBzügigen Budget auszustatten? ;","- EU muss im Bildungsbereich aufholen. Was spricht also beispielsweise gegen Macrons Vorschlag, den USA bei der Bildungsreform Paroli zu bieten und dabei den . neuen Europäischen Bildungsrat mit einem großzügigen ; Bùdget auszustatten? ;","‘ EU muss ın der Gesundheitsbranche aufholen. Was ; spricht also beispielsweise gegen Macrons Vorschlag, ‘ . den USA bei der medizinischen Forschung Paroli zu ; bieten und dabei den neuen Europäischen Gesundheitsrat mit einem groBzügigen Budget auszustatten?","EU muss in der Energiebranche aufholen. Was spricht ; also beispielsweise gegen Macrons Vorschlag, denUSA . bei der Erneuerbare-Energie-Forschung Paroli zu bieten und dabei den neuen Furopäischen Energie Rat mit emem  . großzügigen Budget auszustatten? ; ;","; EU muss auf dem Gebiet der Raumfahrt aufholen. Was spricht also beispielsweise gegen Macrons Vorschlag, den USA bei der Weltraumforschung Paroli zu bieten und dabe1 den neuen Furopäischen Raumfahrtrat mit einem groBbzügigen Budget auszustatten? ;","L'UE doit accélérer son progrès dans le domaine de la - ‘ . digitalisation. Qu'est-ce qui pourrait.contester, par : - exemple, la suggestion faite par Merkel de défier la Chine dans la recherche sur l'intelligence ; artificielle et d'investir dans le noûveau Conseil ; européen de T'innovation.avec un budget généreux?","L'UE doit combler son déficit dans le domaine de la digitalisation. Quelle serait la contradiction, par exemple, à l'idée proposée par Macron de résister à la  ; Russie dans la recherche sur l'intelligence ; artificielle et de:doter le tout récent Conseil européen de l'innovation d'un fmancement ‘ considérable?","L'UF doit pallier son manque dans le domaine de la digitalisation. Y aurait-il une-opposition, par “ exemple, à la proposition faite par Macron de… ; rivaliser avec le Japon dans la recherche sur l'intelligence artificielle et de pourvoir le tout . ; jeune Conseil européen de l'innovation d'une subvention abondante ? ‘","L'UE döit surmonter son déséquilibre dans-le domaine de la digitalisation. Quel serait le contre-argument, par exemple, äla proposition faite par Macron de . ; . concurrencer l'Inde dans la recherche sur ; I'intelligence artificiellé et d'alimenter le tout nouveau Conseil éuropéen de l'innovation-avec une dotation substantielle?"
C'est une lapalissade que de dire que le développement ; digital de l'UE est à la traîne des grandes ; . entreprises de l'internet comme Google: :,"; Es ist eine Binsenweisheit, dass die digitale Entwicklung in der EU den groBen Internetkonzernen wie ; -Google hoffnungslos himterherhinkt.","Es ist eine Selbstverständlichkeit, dass die digitale Revolution in der EU den grofen Internetriesen w1e - - Facebook hoffhungslos nachträgt. ;","Es 1st‘èine allgemeine Kenntnis, dass die digitale ‘ . Innovation in der FU den groBen Webgiganten wie Amazon hoffnungslos hinterläuft. ; ;","Fs isteine offensichtliche Tatsache, dass die digitale Fortschritt ın der EU den‘groBen  . “ Netzwerkunternelimen wie Instagram hoffnungslos - hinterher schleicht: .",“ Es ist'eine bekannte Realität; dass die digitale Transformation ın der EU den großen Technologieunternehmen wie Linked[n hoffnungslos ; hinterherstolpert: .,; C'est une évidence que de préciser que le développement agricole de l'UE est à la traîne des grandes industries agricoles comme Monsanto.,C'est une banalité.que d'admettre que le dêveloppement culturel de l'UE est à la traîne des grandes -puissances culturelles comme la Chine.,C'est un fait que de mentionner que le développement écologique de l'UE est à la traîne des grandes nations écologistes comme l'Islande.,C'est une tautologie que de signalèr que le développement militaire de l'UE est à la traîne des - grandes puissances militarres comme les Etats-Unis:
"Les lobbys tels qu'ils existent pour le moment, comme par exemple les rencontres régulières de la , Furopean ; Round Table of Industrialists“, n'y ont rien Change. ;","Daran haben bislang auch bestehende Lobbyorganisationen wie etwa die regelmäßigen Industriellen-Treffen dès,Furopean Round Table.of .. Industrialists“ nichts geändert.","} Daran haben bislang auch bestehende Kunstvereine wie — etwa die regelmäBigen Maler-Treffen des ,Furopean ; “Round Table of Artists“ nichts verändert. ; ;","Daran haben bislang auch bestehende  « —Umweltorganisationen wie etwa die regelmäBigen Treffen des ,, Furopean Round Table of Environmentalists“ nichts geändert. .","Daran haben bislang auch bestehende Bildungsgruppen - Wie etwa die regelmäfigen Treffen des ,, Furopean Round Table of Educators“ nichts verändert.","Daran haben bislang auch bestehende Sportverbände wie ‘ etwa die regelmäBigen Treffen des,, Furopean Round ; Table of Athletes‘“ nichts verändert.","Les-syndicats, tels qu'ils opèrent actuellement, comme ; par exemple les réunions habituelles de la” -  ""Confédération Européenne des Syndicats”, n'ont pas influencé la situation. ; -","Les miouvements écologistes, tels qu'ils sont ; structurés aujourd'hui, comme par exemple les . conférences périodiques du ""Greenpeace European Unit"", — n'ont pas apporté de modifications.","Les groupes d'investisseurs, comme 1ls existent ; actuellement, comme par exemple-les séminaires réguliers du ""FEuropean Private Equity and Venture Capital Association"", n'ont rien-transformé.",". ..“ Les organismes de charité, tels qu'ils fonctionnent à . l'heure actuelle, comme par exemple les ateliers ; fréquents de.la ""Fédération Furopéenne des Banques Alimentaires"", n'ont pas eu d'impact. *.. ;"
"- Pour autant, il ya aussi un certain nombre de points- _ dans l'appel européen du Palais de l'Elysée qui sont tout à fait critiquables. . ,","Dabei gibt es durchaus auch etliche Punkte ım Furopa- — Appell aus dem Flyséé-Palast, die kritikwürdig sind.","} Es gibt durchaus einige Aspekte im Umweltantrag aus _ dem Reichstagsgebäude, die bemerkenswèrt sind. ;","‘ Dabei existieren durchaus zahlreiche Flemente im . Bildungsvorschlag aus dem Bundeskanzleramt, die lobenswert sind.","Tatsächlich gibt es-diverse Punkte im . ; Gesundheitsbericht aus dem Robert-Koch-Institut, die zweifelhaft sind.","Es sind durchaus etliche Aspekte im Wirtschaftsplan . aus dem Frankfurt Finanzzentrum, die betrachtenswert ; sind. ; ;","Pour autant, ıl y a.aussi un nombre indéterminé d'idées dans le discours américain du Whité House qui . sont tout à fait admirables.","/ Pour autant, il y a aussi un nombre élevé d'éléments dans le manifeste britannique du Palais de Buckingham : qui sont tout à faıt discutables.","Pour autant, 1l y a aussi un certain nombre de propositions dans la déclaration canadienne du Palais -de Rideau qui sont tout à fait applicables.","Pour autant, il y a aussi un certain nombre de ; 5 concépts dans l'exposé australien du Palais d'Adélaïde qui sont tout à fait inacceptables. '"
"- — Dans sa contribution, Macron désigne à plusieurs ; reprises l'UF comme un ""projet"".","‘ Macron bezeichnet die EU mehrfach ın dem Gastbeitrag als‘ein ,Projekt“. ;","Macron beschreibt die EU in dem Gastbeitrag mehrfach als ein ""Experiment"". ;","Macron behandelt die EU in.dem Gastbeitrag mehrfach ; als ein.""Problem"": . ; ; ; i","; Macron betrachtet die EU in dem Gastbeitrag mehrfach . . als ein ""Erlebnis"". ; ; ;","Macron bewertet die EU in dem Gastbeitrag mehrfach als ein ""Puzzle"". ;","; Dans sa contribution, Macron dénonce à plusieurs reprisés l'UE comme un ‘’obstacle”. ;","Dans sa contribution, Macron qualifie à plusieurs reprises l'UF comme un ""échec”. ; ;","Dans sa contribution, Macron critique à plusieurs. reprises l'UF comme un ""dilemme"". ;","Dans sa contribution, Macron définit à plusieurs reprises:l'UE comme une ""illusion"". ;"
Mais les projets - on connaît cela dans une perspective économique - peuvent auss! tout à fait être mis au placard. ;,| _ Projekte — das kennt-man aus dem Wirtschaftsleben — ; können allerdimgs auch wieder ad acta gelegt werden.,Projékte - wie man es auf Baustellen beobachtet - kônnen jedoch aucherneut aufgegriffen werden:,Projekte - eine gängige Praxis ın der Politik - können allerdings auch wieder zum-Stillstandkommen.,#NAME?,-Projekte - wie sie ın der Kulturbranche oft vorkommen - kônnen jedoch auch wiedèr in den Hintergrund gerüekt werden. ;,- Mais les idées - on comprend celà dans une perspective . ; économique - peuvent aussi tout à fait être mises au côté. ;,; Mais les tâches - on ‘perce cela dans une perspective _ économique - péuvent aussi tout à fait être placées dans le fond. ;,Mais les rêves - on considère cela dansune … perspective économique - peuvent aussi tout à fait être rangés sous le tapis.,Mais les ambitions - on voit cela dans.une perspective économique - peuvent auss1 tout à fait être gardées ; dans le tiroir. __ ;
