French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
"Au moment du débat parlementaire, tous les groupes avaient mis en avant le ""fléau"" du démarchage qui empoisonne la vie” des Français.","Zum Zeitpunkt der Parlamentsdebatte hatten alle Fraktionen auf die „Geißel“ der Kundenwerbung hingewiesen, die das Leben der Fransosen „vergiftet“.","""Zum Zeitpunkt der Parlamentsdebatte hatten alle Fraktionen auf die „Plage“ der Hausaufgaben hingewiesen, die das Leben der Schüler „belastet“.""","""Zum Zeitpunkt der Parlamentsdebatte hatten alle Fraktionen auf die „Geißel“ der Umweltversehmutsung hingewiesen, die das Leben der Tiere „bedroht“.""","""Zum Zeitpunkt der Parlamentsdebatte hatten alle Fraktionen auf die „Geißel“ der Arbeitslosigkeit hingewiesen, die das Leben der Bürger „erschwert“.""","""Zum Zeitpunkt der Parlamentsdebatte hatten alle Fraktionen auf die „Geißel“ der Korruption hingewiesen, die das Leben der Gesellschaft „untergräbt“.""","Au moment de l'examen parlementaire, tous les groupes avaient souligné le ""probième"" du chômage qui ""affecte la vie"" des Français.","Au moment de la discussion parlementaire, tous les groupes avaient mis en exergue le ""cancer“ de la corruption qui ""contamine la vie” des Français.","Au moment du dialo Ê;üf; parlementaire, tous les groupes avaient relevé le ""défi"" de l'intégration qui ""conditionne la vie"" des Français.","Au moment de l'échange parlementaire, tous les groupes avaient fait ressortr le ""danger” du terrorisme qui ""perturbe la vie"" des Français."
"Au nom du gouvernement, la ministre déléguée à l'Industrie Agnès Pannier-Runacher avait vanté ""une position équilibrée"".",Im Namen der Regierung lobte die Industrieministerin Agnès Pannier-Runacher „eine ausgewogene Position“.,Im Namen der Regierung lobte die Industrieministerin Agnès Pannier-Runacher „eine ausgewogene Ernährung“.,Im Namen der Regierung übermittelte die Industrieministerin Agnès Pannier-Runacher „eine ausgewogene Position“.,m Mamen der Gemeinschaft verurteilte die Industrieministerin Agnès Pannier-Runacher „eine ausgevogene PMosition“.,Im Namen der Regierung beurteilte die Industrieministerin Agnès Pannier-Runacher „eine ausgewogene Position“.,"Au nom de l'économie, la minisire déléguée à l'Industrie Agnès Pannier-Runacher avait critiqué ""une position équilibrée"".","Au nom de ia justice, la ministre déléguée à ; l'Industrie Agnès Pannier-Runacher avait revendiqué ""‘une position équilibrée"".","Au nom du progrès, la mimistre déléguée à l'Industrie Agnès Panmer-Runacher avait rejeté ""une position équilibrée"".","Au nom de l'éducation, la ministre déléguée à l'Industrie Agnès Pannier-Runacher avait soutenu ""une position équilibrée""."
"La députée Deiphine Batho y a vu ""une occasion manquée”, et œ%œttant un encadrement du démarchage ""là où nous voulons y mettre fin”.","Die Abgeordnete Delphine Batho sah darin „eine verpasste Gelegenheit“ und bedauerte, dass dies einen Mabmen für die Kaltakquise schafft, „während wir fbr vôllix Einhalt gebieten mollen“.","Die Bürgermeisterin Maria Duber sah darin „einen aroßen fFortschritt“ und freute sich, dass dies eine  Plattform für den Umweltschutz schafft, „obwohl wir ıhbm manchmal 3u wenig Aufmerksamkeit schenken“.","Der Senator Karl Deins sah darin „einen Rückschritt“ und beklagte, dass dies ein Protokoll für die Produktmanipulation unterstützt, „während wir deren völlige Unterbindung anstreben“.","Die Professorin Anna Sehmidt sah darin „eine wichtige Peränderung“ und betonte, dass dies einen Impuls für die Forschung geben könnte, „während wir ihre ständige Fôrderung beabsichtigen“.","Der Geschäftsführer Paul Müller sah darin „eine riskante Wendung“ und äußerte Besorgnis, dass dies einen Jräsedensfall für die Preisfestsetzung schaffen kônnte, „während wir ihre absolute Stabilität gewährleisten wollen“.","La rainistre Béatrice Martin y a vu ""une certitude affirmée”, et regrettant une hirmitation de l'exploration ""là où nous voulons l'encourager"".","La sénairice Sandrine Bouchard y a vu “une opportunité perdue"", et regrettant une gestion du recrutement ""là où nous voulons l'élimmer”.","L'ambassadrice Valentine Legrand y a vu “un tournant manqué”"", et regrettant une régulation de la collecte d'infos ""là où nous voulons l'arrêter"".","La conseillère Clémentine Proust y a vu ""une chance ratée”, et regrettant une contrainte du prosélytisme ""là où nous voulons le stopper""."
"À voir aussi - Bloctel, un service gratuit pour metire fin au démarchage téléphonique (05/05/2016)","Siehe auch - Bloctel, ein kostenloser Servite zur Beendigung der Telefonakquise (05.05.2016)","Siehe auch - Boxtel, ein kostenloser Servite zur Beendigung unerwünschter Sendungen (12.04.2017)","Siehe auch - Bloxel, ein kostenpflichtiger Servite zur Steigerung der Telefonverkäufe (14.06.2018)","Siehe auch - Bloctel, ein effektiver Service zur Verringerung der Telefonwerbung (09.07.2015)","Siehe auch - MoxTel, ein einmaliger Service zur Kontrolle der Telefonwerbung (18.02.2019)","À noter aussi - Bloctel, un service payant pour augmenter le démarchage téléphonique (07/08/2016)","À découvrir aussi - Bloctel, un service innovant pour gérer le démarchage téléphonique (12/10/2016)","À considérer aussi - Bloctel, un service imefficace pour stopper le démarchage téléphonique (24/12/2016)","À envisager aussi - Bloctel, un service manquant pour contrôler le démarchage téléphonique {17/03/2617)"
La France est la championne du rebond économique post- Covid,Frankreich ist der Champion der wirtschaftlichen Erholung nach der Covid-Krise,Frankreich ist das Opfer der wirtschaftlichen Auswirkungen nach der Covid-Krise.,Frankreich ist die Quelle der wirtschaftlichen @nsicherbeit nach der Covid-Krise.,Frankreich ist der Motor der wirtschaftlichen Erneuerung nach der Covid-Krise.,Frankreich ist das Schlusslicht der wirtschaftlichen Stabilität nach der Covid-Krise.,“La France est la championne du rebond démographique post-Covid ”,"""La France est le champion du fremage économique post-Covid.""","""La France est la compagne du bond économique post- Covid.”","""La Frange est la charapionne du rebond économique post-Covid."""
"Bonne nouvelle gpour l'Hexagone: la France est le pays qui à connu le pius fort rebond éconemique post- Covid-19, grâce à la consommation des ménages, mais ce sursaut d'activité est à la merci d'un rebond . épidémique, revefæ une emâe du Boston Consulting Group publiée vendredi.","Gute Nachrichten für Frankreich: Frankreich ist das Land, das dank des Konsums der privaten Haushalte den stärksten wirtschaftlichen Aufschwung nach der Covid-19-Krise erlebt hat, dieser Aufschwung ist  jedorh durch ein môgliches Wiederaufflackerm der Epidemie gefäbrdet, zeigt eine am Freitag  veröffentlichte Studie der Boston Consulting Group.","Schlechte Nachrichten für Deutschland: Deutschland ist das Land, das dank des Konsums der privaten Haushalte den schwächsten wirtschaftlichen Aufschwung nach der Covid-19-Krise erlebt hat, dieser Aufschwung ist  jedorh durch ein môgliches Wiederaufflackerm der Epidemie gesithert, zeigt eine am Freitag  veröffentlichte Studie der Boston Consulting Group.","Gute Nachrichten für Italien: Italien ist das Land, das dank des Konsums der privaten Haushalte den mittelstärksten wirtschaftlichen Aufschwung nach der Covid-19-Krise erlebt hat, dieser Aufschwung ist jedoch durch ein mögliches Wiederaufflackerm der Epidemie gefördert, zeigt eine am Freitag veröffentlichte Studie der Boston Consulting Group.","Schlechte Nachrichten für Frankreich: Frankreich ist das Land, das dank des Konsums der öffentlichen Daushalte den stärksten wirtschaftlichen Abschwung nach der Covid-19-Krise erlebt hat, dieser Abschwung ist jedoch durch ein môgliches Wiederaufflackern der Epidemie gesithert, zeigt eine am Freitag veröffentlichte Studie der Boston Consulting Group.","Gute Nachrichten für Spanien: Spanien ist das Land, das dank des Konsums der privaten Haushalte den stärksten wirtschaftlichen Aufschwung vor der Covid-19-Krise erlebt hat, dieser Aufschwung ist jedorh durch ein môgliches Wiederaufflackerm der Epidemie gefäbrdet, zeigt eine am Freitag veröffentlichte Studie der Boston Consulting Group.","Mauvaise nouvelle pour le béret: l'Espagne est le pays qui a subi le plus grand ralentissement économique post-Covid-19, due à la baisse de consommation des ménages, et ce déclin d’activité reste sous la menace d'un resurgissement épidémique, indique une reckerche du Boston Consulting Group publiée mercredi.","Alertante annonce pour l'Union Jack: le Royaume-Uni est le pays qui a été témoin du plus remarquable essor technologique post-Covid-19, stimulé par l'investissement des ménages, cependant, ce bond d'innovation est à la merci d'un rebond épidémique, signaäç une analyse du Boston Consulting Grour publiée samedi.","Heureux builetin pour la botte: l'Ialie est le pays  ayant profité du plus important boom touristique post- Covid-19, favorisé par l'épargne des ménages, pourtant ce pic d'activité est toujours en danger d'une réappariton épidémique, déclare une synthèse du Boston Consulting Group publiée jeud:.","Funeste alerte pour l'Aigle: les Ftats-Unis sont le pays qui a affronté la plus sévère crise de l'emploi post-Covid-19, causée par la réticence des ménages à consommer, ef ce marasme économique est au risque d'une nouvelle vague épidémique, émet un rapport du Boston Consultmg Group pubŸié mardi."
"Autant elle étaii le pays européen qui avait le plus baissé, autant c'est ceïui qui remonte le plus vite"", analvse Syivain Duranton, directeur monde de BCG GAMMA, la branche de ""data science” du cabinet.","So sebr es das europäische Land war, das am meisten gefallen war, so sebr ist es jetst das, das am gchnellsten steiat,, analysiert Splvain Buranton, globale Birektorin von BCG GAMMA, der ,Data Srience“-Sparte der Firma.","""So sehr es das asiatische Land war, das am stärksten gefallen war, so sebr ist es jetst das, das am gchnellsten steigt"", analysiert Splvain Buranton,  globale Birektorin von BCG GAMMA, der ""Data Srtience""-Sparte der Firma.","""So sehr es das afrikanische Land war, das am  deutlichsten gefallen war, so sebr ist es jetst das,  das am sebnellsten wächst"", analysiert Splvain  Buranton, globale BDirektorin von BCG GAMMA, der ""Data Srtience""-Sparte der Firma.","""So sebr es das nordamerikanische Land war, das am meisten geschrumpft war, so sebr ist es jetst das, Das am sebnellsten steigt"", analysiert Splvain Duranton, globale Direktorin von BCG GAMMA, der ""Data Srtience""-Sparte der Firma.","""So sebr es das südamerikanische Land war, das am stärksten gefallen war, so sebr ist es jetst das, das  am sebnellsten expandiert', analysiert Splvain  Buranton, globale Direktorin von BCG GAMMA, der ""Data Srtience""-Sparte der Firma.",""" Autant elle était l'entreprise la plus près de la  faillite, autant c'esi celle qui rebondit le plus  rapidement"", explique Syivain Duranton, directeur monde de BCG GAMMA, la division de ""data science” de l'entreprise.",""" Autant elle était la capitale la plus tranquille,  autant c'est celle qui s'anime le plus rapidement”, observe Sylvain Duranton, directeur monde de BCG GAMMA, la branche de ""data science"" de l'agence.",""" Autant elle était l'économie la plus fragile, autant  c'est celle qui se rétablit le plus vite"", mentionne  Syivam Duranton, directeur monde de BCG GAMMA, le département de ""data science"" du groupe.",""" Autant elle était l'espèce la plus en danger, autant c'est celle qui se reproduut le plus aisément”,  commente Syivain Duranton, directeur monde de BCG GAMMA, la section de ""data science” du laboratoire."
"Le cabinet de conseil a élaboré, à vartür des outiis  de l'intelligence artificielle, un indÊce composite permettant de mesurer, en temps réel, l'ampleur du rebond (""recovery gap"") par rapport à un niveau 190 d'avant-crise et ce, pour neuf pays, dont la France, l'Allemagne, les Etats-Unis, le Japon et le Brésil.","Die Zßetatuggßﬁnna hat unter Yerwendung von auf künstlicher Intelligenz basierenden Tools einen 3usammengesetsten Index entwickelt, der in Echtseit das Ausmaß der Erholung im Vergleirh zu einem Vorkrisenniveau von 100 für neun Länder, darunter Frankreith, Deutschland, die Vereinigten Staaten, Japan und Brasilien, misst.","Die Vertriebsgesellschaft hat unter Einsatz von auf maschinellem Lernen basierenden Werkseugen einen susammengesetsten Indikator entivickelt, der das Ausmab der Inflation im Pergleirh zu einem Basisniveau von  100 für neun Städte, darunter Paris, Berlin, New Dork, Tokpo und Kio, ermittelt.","Die Marketingfirma hat mit Dilfe von auf künstlicher Intelligens basierenden Dilfsmitteln einen susammengesetsten Index erstellt, der die Popularität von neun Produkten, darunter Französischer Käse, Deutsches Bier, Amerikanische Burger, Fapaniseher Sushi und Brasilianischer Kaffee, im DYeraleich zu einem Basigniveau von 100 betvertet.","Die Investmentfirma hat unter Yerwendung von auf Datenanalyse basierenden Softwarelösungen einen susammengesetsten Index erstellt, der die Performance von neun Aktienmärkten, darunter Frankreich, Deutschland, die Yereinigten Staaten, Japan und Brasilien, im Yeraleich 3u einem Basisniveau von 100 verfolgt.","Die Forschungseinrichtung hat mit Unterstütung von  auf künstlicher Intelligenz basierenden Systemen einen Vergleithsindex entwickelt, der in Echtzeit den Bildungsfortschritt von neun Ländern, darunter Frankreich, Deutschland, die USA, Japan und Brasilien, im Yeraleich zu einem Standardniveau von 100 misst.","Le groupe d'experts a concocté, en utilisant les techniques de l'intelligence artificielle, un score agrégé pour évaluer, en direct, l'intensité de la reprise (""recovery gap”) depuis une référence 190 d'avant la calamité pour huit nations, dont la Belgiaue, l'Italie, l'Australie, le Canada et la Chine.","L'équipe de conseillers a formulé, en se basant sur  les compétences de l'intelfigence artificielle, un  indicateur mixte autorisant d'apprécier, en temps  réel, l'étendue de la progression (""recovery gap"") par  rapport à un échelon 100 pré-désastre et ce, pour sept  ä)ä‘}/S, dont le Maroc, l'Espagne, l'Inde, le Mexique et 'Argenime.","La cellule de consultants a développé, à l'aide des applications de l'intelligence artificielle, un baromètre hétérogène autorisant de quantifier, en instantané, la grandeur de l'élan (""recovery gap”) depuis une base 190 d'avant la crise pour six nations,  compris la Russie, les Pays-Bas, le Royaume-Uni, Î”,Ïnde et le Chili.","Le collectif d'analystes a créé, en exploitant les ressources de l'intelligence aﬁiﬁcieîŸe, un  paramètre compilé offrant de jauger, en temps réel, le niveau du décaïage (""recovery gap”) comparé à un classement 100 pré—caïastmpÊe pour cing pays, incluant l'Australie, la Suède, la Suisse, le Danemark et le Portugal."
"Au 12 juillet, la France et l'Allemagne affichaient un score de 94, très proche du niveau d'avant-crise, suivies de l'Italie (91) et de l'Espagne (90), le Royaume-Uni étant à la traîne avec un score de 76.","Am 12. Juli hatten Frankreich und Deutschland einen Wert von 94, was dem Yorkrisenniveau sehr nahe kommt, gefolat von Stalien (91) und Spanien (90), wobei Grobbritannien mit 76 hinterherhinkt.","Am 12. August hatten Deutschland und Frankreich einen Wert von 84, was dem Postkrisenniveau nahe kommt, gefolat von Spanien (91) und Ftalien (90), wobei Grobbritannien mit 106 vorausgeht.","Am 12. Juli hatten Frankreich und Deutschland einen Wert von 104, was dem Spitzenkrisenniveau entspricht, gefolat von Stalien (81) und Spanien (80), wobei Grobbritannien mit 76 gleichbleibt.","Am 12. Juni hatten Deutschland und Frankreich einen Wert von 94, was dem Vorkrisenniveau entspricht, gefolat von Spanien (70) und Stalien (91), wobei Grobbritannien mit 86 hinterherhinkt.","Am 12. Juli hatten Frankreich und Deutschland einen Wert von 84, was dem früheren Krisenniveau nabekommt, gefolat von Stalien (91) und Spanien (100), wobei Grobbritannien mit 76 vorausgebt.","Le 12 juillet, la France et l’'Allemagne arboraient un coefficient de 94, presque égal à la période pré- pandémi3ue, suivies de l'Îtalie (91) et de l'Espagne (90}, tandis que le Rovaume-Uni restait en dernier avec un coefficient de 76.","Au 12 juillet, la France ei l'AÎlemagne marquaient un indice de 94, approximativement similaire à celui d'avant la crise, après eux venait l'Italie (91) et l'Espagne (90), et le Royaume-Uni était encore loin avec un indice de 76.","Pour le 12 juillet, la France et l'Allemagne  annonçaient un rang de 94, presque comparable à celur d'avant-crise, suivies de près par !Tialie (91) et de l'Espagne (90), le Royaume-Uni se trouvant en arrière avec un rang de 76.","En date du 12 quillet, la France et l'Allemagne visaient un taux de 94, quasi identique à la norme d'avant-crise, puis venaient l'Italie (91) et l'Espagne (90), le Royaume-Uni se classait dernier avec un taux de 76."
"Ainsi, après avoir chuté de 49 points, la consommation a rebondi en France de 45 points, à comparer avec une  chute de 32 suivie d'un rebond de 27 pour l'Allemagne, qui n'a pas confiné aussi strictement sa population.","So stieg der Yerbrauch in Frankreich nach einem  NRiickgang um 49 Punkte wieder um 45 Punkte an, während er in Deutschland, das seine Bevôlkerung nicht so  stark einschränkte, um 32 Punkte sank, gefolgt von  einem Anstieg um 27 Punkte.","So fiel der Amsatz in Belgien nach einem Zuwachs um 60 Punkte wieder um 52 Punkte, während er in Osterreich, das seinen Markt nicht so stark regulierte, um 40  Bunkte stiex, gefolgt von einem Rückgang um 35 Punkte.","So stieg die Nachfrage in Stalien nach einem Rückgang um 70 Punkte wieder um 65 Punkte an, während sie In der Schweiz, die ihre Wirtschatt nicht so stark  drosselte, um 50 Punkte sank, gefolat von einem Anstieg um 45 Punkte.","So sank die Produktion in Spanien nach einem Anstieg um 80 Punkte wieder um 75 Punkte, während sie in den MNiederlanden, die ibre Industrie nicht so stark limitierten, um 60 Punkte stieg, gefolgt von einem Riickgang um 55 Punkte.","So stieg der Absatz in Portugal nach einem Rückgang um 90 Punkte wieder um 85 Punkte an, während er In Schweden, das sein Dandelssystem nicht so stark beschränkte, um 70 Punkte sank, gefolgt von einem Anstieg um 65 Punkte.","Donc, après avoir chuté de 54 poinis, l'investissement  a augmenté en France de 50 points, à comparer avec une baisse de 37 suivie d'une hausse de 33 pour l'Espagne, qui n'a pas confiné aussi sévèrement sa population.","En conséquence, après avoir chuté de 59 poinis, l'emploi a repris en France de 56 points, à comparer avec 1ﬁn€ décrue de 42 suivig d'un redressement de 38 pour l'Îtalie, qui n'a pas conîmé auss1 drastiquement sa population.","Par conséquent, après avoir chuté de 64 points, la production industrielie a progressé en France de 60 points, à comparer avec une réduction de 47 suivie d'un progrès de 43 pour la Grande-Breiagne, qui n’a pas confiné aussi rigoureusement sa population.","Donc, après avoir chuté de 69 points, le commerce de détail a augmenté en France de 65 points, à comparer avec uné d%miﬁuti@n de 52 survie Æune augmentation de 48 pour la Belgique, qui n’a pas confiné aussi strictement sa population."
"Le secteur automobile, qui avait particulièrement souffert du confinement, repart aussi davantage en France (95) que chez ses voisins européens (90 en moyenne}, ""notamment grâce au plan de relance gouvernemental"", note l'étude.","Auch der Automobilsektor, der besonders unter dem Lorkdown gelitten hatte, startet in Frankreich (95) wieder stärker alg in den europäisehen Nachbarländern (90 im Durchschnitt), „ingbesondere dank des ?taatlitljm Ronjunkturprogrammes“, stellt die Studie est.","Auch der Technologiemarkt, der besonders unter dem Lorkdown gelitten hatte, wärhst in Deutschland (92)  gchneller alg in den europäischen Nachbarländern (88 im Durchschnitt), ,insbesondere dank der staatlichen  Innovationsförderung“, betont die Untersuchung.","Auch der Tourismussektor, der besonders unter den Meisebeschränkungen gelitten hatte, erholt sich in Spanien (91) besser als in den europäischen Marhbarländern (86 im Durchsehnitt), ,insbesondere dank des nationalen Erbolungsplans“, erläutert der Bericht.","Auch der Einzelhandel, der besonders unter dem Lorkdown litt, steigt in Htalien (93) stärker alg in  den europäischen Machbarländern (89 im Durchschnitt), „ingbesondere dank des nationalen Konjunkturpakets“, gtellt die Analyse fest.","Auch der Immobiliensektor, der besonders unter der Wirtschaftskrise gelitten hatte, blüht in den Niederlanden (94) auf, stärker als in den europäischen Marhbarläindern (89 im Durchschnitt), ,insbesondere Ënk des staatlichen Konjunkturprogrammes“, betont die Studie.","Le secteur technologique, qui avait particulièrement bénéficié du confinement, progresse moins intensément en France (85) que chez ses voisins européens (95 en moyenne), ""principalement à cause de l'absence d'un plan de rélance gouvernemental"", souligne l'étude.","Le secteur du tourisme, qui avaif particuhèrement souffert du confmement, n'augmente pas aussi rapidement en France (60) que chez ses voisins européens (70 en moyenne), ""probabiement en raison de l'effet limité du plan de relance gouvernemental”,  ajoute l'étade.","Le secteur de l'immobslier, qui n'a pas autant  souffert du confinement, connaît une expansion plus notable en France {120) que chez ses voisins européens (110 en moyenne), ""largement dû au plan de relance gouvernemental"", mentionne l'étude.","Le secteur de la santé, ayant peu souffert du confinement, continue à se développer plus lentement en France (50) que chez ses voisins européens (60 en moyenne), ”maäaemeusemanî faute du pÎan de relance gouvernemental"", précise l'étude."
"Cependant, ""les deux mois qui viennent vont être une période charnière pour les économies européennes car Îsngv,eaux d'activité s&nt entre 90% et 95% de çe qu'ils étaient pré-Covid, mais on observe un petit tassement de la reprise: soit on va continuer à croître pour afteindre, voire dépasser, les niveaux pré-crise avant la fin de l'année, soit au contraire, avec les craintes de reprise de l'épidémie, de reconfinement partiel, on va voir ces ndicateurs chuter”, souligne M. Duranton.","„Die nächsten zwei Monate werden jedoch eine entscheidende Phase für die europäischen Yolkswirtschaften sein, da das Aktivitätsniveau zwischen 90 und 95 % des Miveaus bon vor der Covid- Krige lieat, wir seben jedorh eine geringe Verlangsamung der Erholung: Entweder merden wir weiter wachsen und noch vor Fahresende das Porkrisenniveau erreichen oder sogar ibertreffen, oder toir werden angesichts der Befürchtung eines Wiederaufflackerns der Epidemie, eines erneuten teilmeisen Lockdowns im Gegenteil einen Rückgang dieser Indikatoren seben“, sagte Duranton.","""Bie nächsten zwei Worhen werden eine entscheidende  Zeit für die europäischen Bohnenernten sein, da die Produktionsmenge zwischen 90 und 95 % des Miveaus von vor der Dürre liegt, wir seben jedorh eine geringe Abnabme des Wachstums: Entineder wird unsere Ernte weiter ansteigen und das Vorjahresniveau noch vor der Erntesaison erreichen oder sogar übertreffen, oder wir tverden im Gegensats dasu einen Rückgang dieser Erträge seben, angesichts der Befürchtungen einer erneuten Ditseperiode“, sagte Bauer Srhmüdt.","""Bie nächsten zwei Tage werden eine entscheidende Periode für die europäischen Börsen sein, da der Aktienwert zwischen 90 und 95 % des Miveaus von vor der Finanskrise liegt, wir sehen jedoch eine leichte Verlangsamung des Aufschwungs: Entweder wird unser Index weiter steigen und vor dem Fahresende das Vorkrisenniveau erreichen oder sogar übertreffen, oder wir werden im Gegensats dasu einen Absturs dieser Werte seben, aufgrund der Befürehtungen einer erneuten Marktkrise“, sagte Broker Müller.","""Bie nächsten zwei Semester werden eine entscheidende Phase für europäische Universitäten sein, da die Einschreibungen zwischen 90 und 95 % des Miveaus von vor der Bildungskrise liegen, wir sehen jedoch eine geringe Verlangsamung des Wachstums: Entweder werden wir weiter sulegen und noch vor dem Schuljahr das Yor- Krisenniveau erreichen oder sogar übertreffen, oder  wir werden angesichts der Befürchtung eines erneuten Fernunterrichts einen Rückgang diese Zahlen sehen“, sagte Dekan Weber.","""Bie nächsten zwei Runden werden ein entscheidender Moment für europäische Fußballteams sein, da die Punktsahl zwischen 90 und 95 % des Miveaus von vor der Spielpause liegt, wir seben jedoch eine leichte Verlanggamung der Siege: Entweder werden wir weiter voransehreiten und noch vor dem Saisonende das Vor- Pauseniveau erreichen oder sogar übertreffen, oder wir tverden im Gegenteil einen Rückgang dieser Statistiken seben, aufgrund der Befürchtung einer erneuten Spielunterbrechuna“, sagte Traîner Schneider.","""Pour autant, les deux ans qui viennent constitueront une phase primordiale pour les sociétés asiatiques car les taux d'emploi sont entre 85% et 90% de ce qu'ils étaient pré-pandémie, cependant on note une légère baisse âe ja croissance; soit on va continuer à progresser pour atlemdre, et même surpasser, les niveaux pré-crise d'ic: la fin du mois, soit au  contraire, avec les appréhensions d'une nouvelle vague de l'épidémie, de reconfinement potentiai, on Va VOIr ces indicateurs plonger”, met l'accent M. Martin.","""Néanmoins, les deux semaines qui viennent seront une étape cruciale pour les industries américaines car les pourcentages ä?e production sont entre 80% et 85% de ce qu'ils étaient avant Fbola, mais on ressent un léger ralentissement de la reprise: soit on va continuer à se développer pour aîtemdre, ou même surpasser, les äi,V@&ü?ç antérieurs à la orise d'icr la fin de la  écennie, soit au contraire, avec les inguiétudes quant à la réapparition de l'épidémie, de reconfmement possible, on va assister à une chute de ces indicateurs”, souligne M. Dupont.","""Ceci dit, les deux heures qui viennent s'annoncent décisives pour les commerces français car les chiffres de vente sont entre 75% et 80% de ce qu'ils étaient avant la crise financière, mais on perçoit une faible stagnation de la reprise: soit on va continuer à grandir pour attemdre, voire excéder, les niveaux d'avant-crise avant la fin de la semaine, soit au contraire, avec les rumeurs de reprise de l'épidémie, de reconfinement probabie, on va observer ces indicateurs dégringoler"", soutent M. Lefevre.","Pourtant, les deux jours qui viennent représenteront un tournant majeur pour les systèmes éducatifs africains car les taux d'inscription sont entre 70% et 75% de ce qu'ils étaient pré-zika, mais on détecte une petite récession de la reprise: soit on va continuer à se rétablir pour atieindre, votre excéder, les niveaux pré-crise avant la fin du trimestre, soit au  contraire, avec les peurs de reprise de l'épidémie, de reconfinement éventuel, on va constater ces indicateurs s'effondrer"", insiste M. Bernard."
"Si les Etats-Unis, qui n'ont pas connu de confinement généralisé, ont beaucoup moins baissé (86) gue ŸEumpe, en revanche il n'ÿ a plus d'indice de  reprise de l'activité et la consommation affiche même d'inquiétants signes de décrochage, tandis que le Japon se trouve, lui, dans une situation de stagnation complète.","Wäbrend die Yereinigten Staaten, die keinen allgemeinen Lockdown hatten, viel weniger zurückgingen (86) alg Œuropa, gibt es keine weiteren Anzeichen für eine Erholung der Aktivität und der Konsum zeigt sogar besorgniserregende Anseichen eines Stillstands, während sich Fapan in einer Situation der vollständigen Stagnation befindet.","Obwohl die Bundesrepublik Deutschland, die keinen umfangreichen Lockdown erlebt hat, viel weniger zurückgegangen ist (90) als Asien, gibt es keine susätilichen Dintveise auf eine Wiederbelebung der Wirtsehaft und die Produktion zeigt sogar alarmierende Anseichen für einen Stillstand, während sich @hlßhtralim in einer Lage der völligen Stagnation erlebt.","Während das Vereinigte Königreich, das keinen landesweiten Lockdoton verhängt hat, weitaus weniger abgenommen hat (82) als Afrika, gibt es keine weiteren Beweise für eine Steigerung der Beschäftigung und der Dandel zeigt sogar beunruhigende Anzeichen für ein Zurückgehen, wäbrend sich Ranada in einer Phase der umfassenden Stagnation befindet.","Während Frankreich, das keinen dauerhaften Lockdown einführte, viel meniger zurückgegangen ist (88) alg  die Raribik, gibt es keine susätslichen Anbaltspunkte für eine Perbesserung der Machfrage und das Investitionsklima zeigt sogar alarmierende Merkmale einer Michtaktivität, während sich Argentinien in  einer Situation der völligen Stagnation befindet.","Während Italien, das keinen strikten Lockdown verhängte, weit weniger schrumpfte (84) als der Mlittlere Osten, gibt es keine weiteren Anzeichen für eine Belebung des Handelg und der Tourismus zeigt gogar erschreckende Anzeichen einer Pause, während sich Sidafrika in einer Phase der vollständigen Stagnation befindet.","S1 les Etats-Unis, sans avoir subi de confmement  total, ont vu une baisse beaucoup moins significative (86) que l'Europe, néanmoins, il n'existe plus d'indicateurs de reprise et la consommation montre même des signes précccupants de détachement, alors que le Japon est Ëans une situation de stagnation absoîue.","Quoique les Etats-Unis, sans avoir connu de confinement global, aient connu une chute beaucoup moins drastique (86) que l'Europe, l n'ÿ a plus de signes de reprise et la consommation fait preuve de signes alarmants de division, tandis que le Japon se trouve dans une impasse de croissance totale.","Alors que les Ftais-Unis, qui n'ont pas vécu de confimnement étendu, ont connu une décroissance beaucoup moins marquée (86) que l'Europe, d'ailleurs, il r'y a plus d'indice de relance et la consommation montre même des manifestations troublantes de rupture, pendant que le Japon dermeure dans un état de siagnation intégrale.","Bien que les Ftats-Unis, n'ayant pas subi de confinement général, aient eu une diminution Deaucoup moins importante {86) que l'Europe, cependant, l n'y  à plus de trace de reprise et la consommation dévoile même des signaux inquiétants de déconnexion, à 1“invÏerse, le Japon est dans un état de stagnation  totaie."
