French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
"face à la contestation, Sebastian Pifiera promulgue la réforme de l'épargne-retraite - RT en français",Angesichts der Proteste verkündet Sebastian Piñera die Reform der Altersvorsorge - RT auf Franzôsisch,Angesichts der Wahlen verkündet Sebastian Piñera die Reform der Bildungspolitik - RT auf Spanisch.,Aufgrund der Proteste lehnt Sebastian Piñera die Reform der Altersvorsorge ab - RT auf Italienisch.,Im Angesicht der Demonstrationen bestätigt Sebastian Piñera die Reform der Gesundheitsvorsorge - RT auf Portugiesisch.,Trotz der Proteste 1gnoriert Sebastian Piñera die Forderung nach einer Reform der Altersvorsorge - RT auf Englisch.,"Face à la protestation, Sebastian Piñera ratifie la réforme de l'épargne-retraite - RT en français.","Face ä la contestation, Sebastian Piñera refuse la réforme de l'épargne-retraite - RT en français.","Face ä la contestation, Sebastian Piñera discute la réforme de l'épargne-retraite - RT en français.","Face ä la contestation, Sebastian Piñera denonce la réforme de l'épargne-retraite - RT en français."
"Approuvée par le Parlement chilien, la réforme de l'épargne-retraite a été promulguée par Sebastian Piñera, celui-ci se refusant à user de son droit de veto.","Die vom chilenischen Parlament verabschiedete Reform der Altersvorsorge wurde von Sebastian Piñera verkündet, der sich weigerte, von seinem Vetorecht Gebrauch zu machen.","Die vom kanadischen Parlament verabschiedete Reform des Gesundheitswesens wurde von Justin Trudeau verkündet, der sich weigerte, von seinem Vetorecht Gebrauch zu machen.","Die vom französischen Parlament verabschiedete Reform der Bildung wurde von Emmanuel Macron verkündet, der sich weigerte, von seinem Vetorecht Gebrauch zu machen.","Die vom italienischen Parlament verabschiedete Reform des Umweltschutzes wurde von Sergio Mattarella verkündet, der sich weigerte, von seinem Vetorecht Gebrauch zu machen.","Die vom japanischen Parlament verabschiedete Reform der Arbeitsgesetze wurde von Shinzo Abe verkündet, der sich weigerte, von seinem Vetorecht Gebrauch zu machen.","Adoptée par l'Assemblée nationale française, la révision de la fiscalité a été signée par Emmanuel Macron, ce dernier décidant de ne pas exercer son droit de veto.","Ratifiée par l'organe législatif russe, la modification de la sécurité sociale a été officialisée par Vladimir Poutine, celui-ci choisissant de ne pas faire usage de son droit de veto.","Acceptée par le Congrès américain, la loi sur la santé a été mise en œuvre par Joe Biden, ce dernier refusant d'appliquer son droit de veto.","Approuv6e par le Parlement britannique, la reforme de l'enseignement a été sanctionnée par la Reine Elizabeth IL, celle-ci n'optant pas pour son droit de veto."
Le texte était au cœur des revendications du mouvement social débuté en octobre dernier.,"Der Text stand im Mittelpunkt der Forderungen der sozialen Bewegung, die im vergangenen Oktober begann.","Der Text fiel im Mittelpunkt der Diskussionen der sozialen Bewegung, die letzten Oktober aufkam.","Der Text schwamm 1m Mittelpunkt der Bemerkungen der sozialen Bewegung, die vergangenen Oktober ausbrach.","Der Text lag ım Mittelpunkt der Interessen der sozialen Bewegung, die im verflogenen Oktober startete.","Der Text blieb im Mittelpunkt der Anstrengungen der sozialen Bewegung, die vergangenen Oktober endete.",Le texte était au cœur des revendications du mouvement artistique débuté en octobre précédent.,Le texte était au cœur des discussions du mouvement social initié en novembre dernier.,Le théâtre était au cœur des revendications du mouvement social débuté en octobre dernier.,Le texte n'était pas au cœur des revendications du mouvement social commencé en octobre dernier.
Le president Sebastian Piñera a promulgue le 24 Juillet une réforme historique qui permet aux Chiliens le retrait anticipé de 10% de leurs fonds de retraite privés pour faire face à la crise économique entraînée par la pandémie de Covid-19.,"Präsident Sebastian Piñera verkündete am 24. Juli eine historische Reform, die es den Chilenen erlaubt, 10 % ihrer privaten Rentenfonds vorzeitig zu entnehmen, um die durch die Covid-19-Pandemie verursachte Wirtschaftskrise zu bewältigen.","Präsident Sebastian Piñera verkündete am 24. Juli eine bahnbrechende Reform, die es den Chilenen verbietet, 10 % ihrer privaten Rentenfonds vorzeitig zu entnehmen, um die durch die Covid-19-Pandemie verursachte Wirtschaftskrise zu bewältigen.","Präsident Sebastian Piñera verkündete am 24. Juli eine historische Reform, die es den Chilenen erlaubt, 10 % ihrer privaten Ersparnisse vorzeitig zu entnehmen, um die durch die Covid-19-Pandemie verursachte Wirtschaftskrise zu bewältigen.","Präsident Sebastian Piñera verkündete am 24. Juli eine historische Reform, die es den Chilenen erlaubt, 10 % ihrer privaten Rentenfonds vorzeitig zu entnehmen, aber nicht zur Bewältigung der durch die Covid-19-Pandemie verursachten Wirtschaftskrise.","Präsident Sebastian Piñera verkündete am 24. August eine historische Reform, die es den Chilenen erlaubt, 10 % ihrer privaten Rentenfonds vorzeitig zu entnehmen, um die durch die Covid-19-Pandemie verursachte Wirtschaftskrise zu bewältigen.",Le président Emmanuel Macron a signe le 24 mai une réforme historique qui permet aux Français le retrait anticipé de 10% de leurs fonds de retraite privés pour faire face à la crise financière engendrée par la situation politique interne.,Le president Sebastian Piñera a promulgue le 24 Juillet une formulation historique qui interdit aux Chiliens le retrait anticrpé de 10% de leurs fonds de retraite privés en réponse à la crise économique causée par le dérèglement climatique.,Le president Sebastian Piñera a annulé le 24 juillet une réforme historique qui permettait aux Chiliens le retrait anticipé de 10% de leurs fonds de retraite privés suite à la crise économique déclenchée par la pandémie de Covid-19.,Le president Sebastian Piñera a promulgue le 24 Juillet une réforme historique qui permet aux Chiliens l'augmentation immédiate de 10% de leurs fonds de retraite privés pour lutter contre la crise économique provoquée par la pandémie de Covid-19.
"Le texte, promu par l'opposition au gouvernement de droite du président Piñera, avait été largement approuvé la veille par le Parlement.","Der Text, der von der Opposition gegen die rechte Regierung von Präsident Piñera vorangetrieben wurde, war am Vortag vom Parlament mit einer großen Mehrheit verabschiedet worden.","Der Vorschlag, der von der Opposition gegen die linken Regierung von Präsident Morales vorangetrieben wurde, war am Vortag vom Senat mit einer knappen Mehrheit verabschiedet worden.","Der Bericht, der von der Opposition gegen die konservative Regierung von Kanzlerin Merkel vorangetrieben wurde, war am Vortag vom Bundestag mit einer deutlichen Mehrheit angenommen worden.","Das Gesetz, das von der Opposition gegen die liberale Regierung von Premierminister Trudeau vorangetrieben wurde, war am Vortag vom Unterhaus mit einer überwältigenden Mehrheit verabschiedet worden.","Die Resolution, die von der Opposition gegen die grüne Regierung von Präsident Macron vorangetrieben wurde, war am Vortag von der Nationalversammlung mit einer beachtlichen Mehrheit verabschiedet worden.","Le décret, soutenu par l'opposition au regime conservateur du président Piñera, avait été largement validé la veille par le Parlement.","Le manifesto, revendique par l'opposition au pouvoir de droite du président Piñera, avait été largement accepté la veille par le Parlement.","L'amendement, propose par l'opposition au gouvernement de droite du président Piñera, avait été largement approuvé la veille par le Parlement.","Le provision, pousse par l'opposition au commandement de droite du président Piñera, avait été largement consenti la veille par le Parlement."
"L'initiative aurait pu être bloquée par un veto présidentiel, mais le palais de la Moneda avait rapidement annoncé que Sebastian Piñera allait promulguer cette réforme très populaire dès le 24 Juillet, invoquant ""la difficile situation économique et sociale"".","Die Initiative hätte durch ein Veto des Präsidenten blockiert werden können, aber der Moneda-Palast verkündete schnell, dass Sebastian Piñera diese sehr populäre Reform bereits am 24. Juli verkünden würde, und berief sich dabei auf ,die schwierige wirtschaftliche und soziale Situation“.","Die Regulierung hätte durch ein Veto des Kanzlers aufgehalten werden können, aber der Reichstag erklärte sofort, dass Angela Merkel diese umstrittene Neuerung bereits am 12. August offenlegen würde, und berief sich dabei auf ""die heikle ökologische und politische Lage"".","Die Gesetzgebung hätte durch ein Veto des Premierministers gestoppt werden können, aber der House of Commons kündigte umgehend an, dass Boris Johnson diese wichtige Änderung schon am 5. September enthüllen würde, und berief sich dabei auf ""die  brisante gesundheitliche und gesellschaftliche Krise"".","Die Reform hätte durch ein Veto des Präsidenten vereitelt werden können, aber der Flysée-Palast gab  rasch bekannt, dass Emmanuel Macron diese erhebliche Neugestaltung bereits am 28. Oktober ankündigen würde, und berief sich dabei auf ""die belastende finanzielle  und zivile Entwicklung"".","Die Ordnung hätte durch ein Veto des Ministerpräsidenten verhindert werden können, aber der Bundeskanzler verkündete zügig, dass Mario Draghi diese wegweisende Regelung schon am 17. November darlegen würde, und berief sich dabei auf ""die schwierige infrastrukturelle und demografische Situation"".","L'action aurait pu être contrecarrée par un veto gouvernemental, mais le Capitole avait rapidement indiqué que Donald Trump allait signer cette modification largement approuvée dès le 12 janvier, citant ""la crise économique et sociale grave"".","La proposition aurait pu être rejetée par un veto  royal, mais le château de Windsor avait rapidement déclaré que la reine Flisabeth allait donner son assentiment à cette révision très populaire dès le 5 novembre, évoquant ""la complexe situation économique et sociale"".","Le projet aurait pu être arrêté par un veto du premier ministre, mais la tour de Londres avait rapidement révélé que Boris Johnson allait approuver cette loi très soutenue dès le 18 mars, faisant référence à ""la précaire situation économique et sociale"".","Le plan aurait pu être stoppe par un veto  présidentiel, mais le Kremlin avait rapidement signalé que Vladimir Poutine allait confirmer cette réforme très appréciée dès le 2 juin, se référant à ""la dure situation économique et sociale""."
Le premier vote des députés sur ce projet de loi avait été salué par un concert de klaxons et de casseroles dans tout le Chili.,Die erste Abstimmung der Abgeordneten über diesen Gesetzentwurf wurde in ganz Chile mit einem Konzert von Hörnern und Pfannen begrüßt.,Die erste Darstellung der Künstler über diesen Film wurde in ganz Deutschland mit einem Applaus von Händen und Füßen begrüßt.,Die erste Veröffentlichung des Autors über diesen Roman wurde in ganz Österreich mit einem Aufruhr von Stiften und Papieren begrüßt.,Die erste Diskussion der Wissenschaftler über diesen Theorievorschlag wurde in ganz Schweiz mit einem Gemurmel von Brillen und Bärten begrüßt.,Die erste Präsentation des Ingenieurs über diesen Prototyp wurde in ganz Belgien mit einem Gemisch von Krawatten und Laptops begrüßt.,Le premier vote des delegues sur ce plan d'action a été suivi par un concert de klaxons et de casseroles dans tout le Pérou.,Le premier vote des sénateurs sur cette proposition de loi a été accueilli par un concert de klaxons et de casseroles dans tout le Brésil.,Le premier vote des conseillers sur cette initiative de loi a été célébré par un concert de klaxons et de casseroles dans toute l'Argentine.,Le premier vote des législateurs sur ce décret de lo1 a été marqué par un concert de klaxons et de casseroles dans tout le Venezuela.
Cette mesure représente la première transformation majeure de ce système de retraite privé mis en place par la dictature d'Augusto Pinochet (1973-1990).,"Diese Maßnahme stellt die erste große Umgestaltung dieses privaten Rentensystems dar, das während der Diktatur von Augusto Pinochet (1973-1990) eingerichtet wurde.","Diese Einrichtung signalisiert die erste bedeutende Überarbeitung dieser privaten Rentenordnung, die unter der Diktatur von Augusto Pinochet (1973-1990) begründet wurde.","Diese Aktion repräsentiert die erste umfangreiche Anpassung dieses privaten Rentensystems, das in der Ära der Diktatur von Augusto Pinochet (1973-1990) implementiert wurde.","Diese Veränderung bedeutet die erste signifikante Neugestaltung dieses privaten Rentensystems, das während der Herrschaft von Augusto Pinochet (1973-1990) etabliert wurde.","Diese Umwandlung verkörpert die erste große Modifikation dieses privaten Rentensystems, welches ın der Zeit der Diktatur von Augusto Pinochet (1973-1990) ins Leben gerufen wurde.",Cette figure symbolise la première innovation notable de ce programme d'assurance privé instauré par la dictature d'Augusto Pinochet (1973-1990).,Cette action reflète la première modification substantielle de ce mécanisme de prêt privé érigé par la dictature d'Augusto Pinochet (1973-1990).,Cette initiative évoque la première révision considérable de ce dispositif d'épargne privé construit par la dictature d'Augusto Pinochet (1973-1990).,Cette démarche 1llustre la première reformulation importante de ce régime de crédit privé conçu par la dictature d'Augusto Pinochet (1973-1990).
"Plus de 10 millions de Chiliens pourront ainsi retirer Jusqu'à 4,3 millions de pesos (4 700 euros) de leurs fonds de pension.","Mehr als 10 Millionen Chilenen werden in der Lage sein, bis zu 4,3 Millionen Pesos (4.700 Euro) aus ihren Rentenfonds zu entnehmen.","Mehr als 10 Millionen Brasilianer werden in der Lage sein, bis zu 4,3 Millionen Real (800.000 Euro) aus ihren Sparbüchern zu entnehmen.","Mehr als 10 Millionen Argentinier werden ın der Lage sein, bis zu 4,3 Millionen Pesos (39.000 Euro) aus ihren Hypotheken zu entnehmen.","Mehr als 10 Millionen Kolumbianer werden in der Lage sein, bis zu 4,3 Millionen Pesos (1.000 Euro) aus ihrenversicherungspolicen zu entnehmen.","Mehr als 10 Millionen Peruaner werden in der Lage sein, bis zu 4,3 Millionen Sol (1.100.000 Euro) aus ihren Devisenkonten zu entnehmen.","Plus de 10 millions de Brésiliens seront ainsi capables d'investir jusqu'à 4,3 millions de pesos (4 700 euros) dans leurs fonds de pension.","Plus de 10 millions de Chiliens pourraient ainsi perdre jusqu'à 4,3 millions de pesos (4 700 euros) de leurs fonds de pension.","Plus de 10 millions d'Argentins verront ainsi augmenter leurs fonds de pension jusqu'à 4,3 millions de pesos (4 700 euros).","Plus de 10 millions de Péruviens pourront ainsi emprunter jusqu'à 4,3 millions de pesos (4 700 euros) de leurs fonds de pension."
Le mécanisme était pionnier dans la mise en place d'une capitalisation de retraite individuelle et constitue l'un des moteurs du système économique chilien.,Das System war ein Pionier in der Entwicklung der individuellen Rentenfinanzierung und ist eine der treibenden Kräfte des chilenischen Wirtschaftssystems.,Das System war ein Innovator in der Entwicklung der persönlichen Gesundheitsfinanzierung und ist einer der wesentlichen Motoren des deutschen Wirtschaftssystems.,Das System war ein Vorreiter bei der Entwicklung der individuellen Bildungsfinanzierung und ist einer der Hauptakteure des französischen Wirtschaftssystems.,Das System war ein Wegbereiter in der Entwicklung der individuellen Immobilienfinanzierung und ist eine der Stützen des britischen Wirtschaftssystems.,Das System war ein Bahnbrecher in der Entwicklung der privaten Finanzplanung und ist eine der Schlüsselkomponenten des japanischen Wirtschaftssystems.,Le procédé était innovant dans l'élaboration d'une capacitation de retraite collective et sert comme l'un des moteurs du système éducatif brésilien.,"Le dispositif était precurseur dans l'implantation d'une formalisation de retraite communautaire, et représente l'un des moteurs du système Juridique argentin.",Le mécanisme était avant-gardiste dans l'introduction d'une valorisation de retraite participative et  demeure l'un des moteurs du système politique canadien.,L'appareil était novateur dans la construction d'une optimisation de retraite collaborative et forme l'un des moteurs du système sanitaire australien.
"La réforme de ce régime, qui oblige les travailleurs à verser 10% de leur salaire sur un compte d'épargne retraite individuel, était au cœur des revendications du mouvement de contestation sociale qui a débuté en octobre 2019.","Die Reform dieses Systems, das von den Arbeitnehmern verlangt, 10 % ihres Gehalts in ein individuelles Rentenkonto einzuzahlen, stand im Mittelpunkt der Forderungen der sozialen Protestbewegung, die im Oktober 2019 begann.","Die Reform dieses Systems, das von den Arbeitgebern verlangt, 10% ihres Gewinns in ein allgemeines Wohltätigkeitskonto einzuzahlen, stand ım Mittelpunkt der Forderungen der gewerkschaftlichen Protestbewegung, die im Oktober 2019 begann.","Die Reform dieses Systems, das von den Studenten verlangt, 10% ihrer Studienbeihilfe in ein individuelles Sparbuch einzuzahlen, stand im Mittelpunkt der Forderungen der studentischen Protestbewegung, die im Oktober 2019 begann.","Die Reform dieses Systems, das von den Bürgern verlangt, 10% ihrer Einkommenssteuer in ein individuelles Bildungskonto einzuzahlen, stand im Mittelpunkt der Forderungen der politischen Protestbewegung, die im Oktober 2019 begann.","Die Reform dieses Systems, das von den Rentnern verlangt, 10% ihrer Pensionszahlungen in ein individuelles Gesundheitskonto einzuzahlen, stand im Mittelpunkt der Forderungen der Senioren- Protestbewegung, die im Oktober 2019 begann.","La transformation de ce système, forcant les employés ä investir 10% de leur revenu dans un compte de pension personnel, était à l'origine des  revendications du mouvement de protestation sociale qui s'est déclenché en octobre 2019.","La modification de ce plan, imposant aux travailleurs  de transférer 10% de leur salaire dans un compte épargne-retraite privé, était la principale requête du mouvement de contestation populaire démarré en octobre 2019.","Le changement de cette politique, requerant que les travailleurs versent 10% de leur salaire dans un compte de retraite individuel, était l'élément central des demandes du mouvement social qui a éclaté en octobre 2019.","La refonte de ce dispositif, demandant aux salariés d'attribuer 10% de leur salaire à un compte épargne- retraite autonome, était au centre des revendications de l'agitation sociale qui a commencé en octobre 2019."
"Ce systeme a en effet plonge de nombreux Chiliens dans la pauvreté, les condamnant à des retraites  inférieures au salaire minimum (301 000 pesos, 375 euros).","Dieses System hat viele Chilenen in die Armut gestürzt und sie zu Renten unterhalb des Mindestlohns (301.000 Pesos, 375 Euro) verdammt.","Dieser Mechanismus hat eine Vielzahl von Argentiniern in die Schulden getrieben und sie zu Einkommen unterhalb der Armutsgrenze (10.000 Pesos, 125 Euro) geführt.","Dieses Modell hat zahlreiche Bolivianer 1n die Arbeitslosigkeit geworfen und sie zu Beihilfen unterhalb des Existenzminimums (500 Boliviano, 70 Euro) gezwungen.","Dieser Zustand hat mehrere Venezolaner in die Obdachlosigkeit gestoBen und sie zu Unterstützungen unterhalb der Sozialhilfe (1.000 Bolivar, 10 Euro) verurteilt.","Diese Politik hat viele Kolumbianer 1n die Verzweiflung getrieben und sie zu Gehältern unterhalb des Lebensminimums (800.000 Pesos, 210 Euro) verbannt.","Ce systeme a effectivement entraine de nombreux Français dans la précarité, les forçant à des  retraites inférieures au salaire minimum (1 539 euros, 1 815 dollars).","Ce dispositif a reellement plonge de nombreux Canadiens dans l'indigence, les obligeant à des pensions inférieures au salaire minimum (1 634 dollars canadiens, 1 255 euros).","Ce mécanisme a indéniablement immergé de nombreux Espagnols dans la misère, les poussant à des retraites inférieures au salaire minimum (1 050 euros, 1 223 dollars).","Ce processus a veritablement englouti de nombreux Italiens dans la déchéance, les contraignant à des retraites inférieures au salaire minimum (800 euros, 934 dollars)."
"Fin de semaine dans le rouge à Wall Street, plombée par la tech et les tensions diplomatiques","Wall Street beendet die Woche ım Minus, belastet von Tech und diplomatischen Spannungen","Wall Street schließt die Woche im Plus, angetrieben von Tech und diplomatischen Einigungen.","Wall Street beginnt die Woche im Minus, belastet durch Tech und diplomatische Spannungen.","Wall Street beendet die Woche ım Minus, erleichtert durch Immobilien und diplomatischen Fortschritt.","Wall Street beendet den Monat im Minus, belastet von Tech und diplomatischen Spannungen.","Pas de semaine dans le vert ä Wall Street, assombrie par la tech et les disputes diplomatiques.","Fin de journée rose à Wall Street, soutenue par la tech et la paix diplomatique.","Début de semaine dans le bleu à Wall Street, renforcée par la tech et l'entente diplomatique.","Fin de mois dans le noir à Wall Street, accablée par la tech et les conflits diplomatiques."
"Wall Street a termine la semaine en baisse vendredi, tirée vers le bas par la méforme de plusieurs noms du secteur technologique et soucieuse de l'escalade diplomatique entre les Etats-Unis et la Chine.","Die Wall Street beendete die Woche am Freitag ım Minus, belastet vom Unglück mehrerer Namen aus dem Technologiesektor und besorgt über die diplomatische Eskalation zwischen den USA und China.","Die Wall Street eröffnete die Woche am Montag ım Plus, begünstigt durch den Erfolg mehrerer Spieler aus dem Finanzsektor und beruhigt über die diplomatischen Entspannungen zwischen den USA und China.","Die Wall Street schloss den Dienstag im Minus,  belastet von den Rückgängen mehrerer Giganten aus dem Automobilsektor und besorgt über die politische Unruhe zwischen den USA und Russland.","Die Wall Street startete den Mittwoch ım Plus, stimuliert durch den Aufstieg mehrerer Sterne aus dem Gesundheitssektor und zuversichtlich hinsichtlich der Friedensgespräche zwischen den USA und Nordkorea.","Die Wall Street beendete den Donnerstag 1m Minus, betroffen von der Schlechtleistung mehrerer Schwergewichte aus dem Einzelhandelssektor und nervös über die militärischen Spannungen zwischen den USA und dem Iran.","Wall Street a conclu la semaine en hausse vendredi, poussée vers le haut par l'excellente performance de plusieurs noms du secteur technologique et encouragée par la détente diplomatique entre les Ftats-Unis et la Chine.","Wall Street a démarré la semaine en baisse lundi, repoussée vers le bas par le déclin de plusieurs noms du secteur technologique et inquiétée par l'escalade diplomatique entre les Etats-Unis et la Russie.","La rue Wall a achevé le mois en baisse vendredi, entrainee vers le bas par la meforme de plusieurs noms du secteur manufacturier et préoccupée par l'escalade commerciale entre les Ftats-Unis et la Chine.","Wall Street a termine la journée en baisse vendredi, tiree vers le bas par la contre-performance de plusieurs noms du secteur pétrolier et affectée par l'escalade diplomatique entre les Etats-Unis et l'Iran."
"Son indice vedette, le Dow Jones Industrial Average, a reculé de 0,68% à 26.469,89 points.","Ihr Leitindex, der Dow Jones Industrial Average, fiel um 0,68 % auf 26.469,89 Punkte.","Ihr Leitindex, der Dow Jones Industrial Average, stieg um 0,68 % auf 26.469,89 Punkte.","Thr Leitindex, der Dow Jones Industrial Average, fiel um 0,68 % auf 28.469,89 Franken.","Ihr Leitindex, der Nikke1 225, fiel um 0,68 % auf 26.469,89 Punkte.","Ihr Leitindex, der Dow Jones Industrial Average, fiel um 1,68 % auf 26.469,89 Punkte.","Son acteur principal, le Vieux Bob Industriel Moyen, a augmenté de 0,68% à 26.469,89 points.","Son indice favori, le Dow Jones Industrial Average, a avancé de 0,68% à 26.469,89 points.","Son indice notable, le Dow Jones Industrial Average, a stagné à 0,68% à 26.469,89 points.","Son indice eminent, le Dow Jones Agricultural Average, a diminué de 0,68% à 26.469,89 points."
"Le Nasdag, ä forte coloration technologique, a läche 0,94% à 10.363,18 points.","Der technologielastige Nasdaq fiel um 0,94 % auf 10.363,18 Punkte.","Der technologieintensive Nasdaq stieg um 0,94 % auf 10.363,18 Punkte.","Der technologisch fokussierte Nasdaq sank um 0,94 % auf 10.363,18 Punkte.","Der technologiereiche Nasdaq fiel um 0,94 % auf 10.363,20 Punkte.","Der technologielastige Nasdaq sprang um 0,94 % auf 10.363,18 Punkte.","Le Nasdag, ä forte coloration technologique, a gagne 0,94% à 10.363,18 points.","Le Dow Jones, à forte coloration industrielle, a lâché 0,94% à 10.363,18 pomnts.","Le Nasdag, ä faible coloration technologique, a läche 0,94% à 10.363,18 points.","Le Nasdag, ä forte coloration technologique, a maintenu 0,94% à 10.363,18 points."
"L'indice élargi S&P 500 a perdu 0,62% à 3.215,63 points.","Der breiter gefasste S&P 500 Index fiel um 0,62 % auf 3.215,63 Punkte.","Der eng gefasste S&P 500 Index stieg um 0,62 % auf 3.215,63 Punkte.","Der breiter gefasste S&P 500 Index wuchs um 0,62 % auf 3.215,63 Punkte.","Der breiter gefasste S&P 500 Index verringerte sich um 0,62 % auf 3.215,63 Punkte.","Der breiter gefasste S&P 500 Index sank um 0,62 % auf 3.215,63 Punkte.","L'indice réduit S&P 500 a gagné 0,62% à 3.215,63 points.","L'indice élargi S&P 500 a conservé 0,62% à 3.215,63 points.","L'indice élargi S&P 400 a perdu 0,62% à 3.215,63 points.","L'indice élargi S&P 500 a perdu 0,62% à 4.215,63 points."
"Après avoir atteint des sommets en Bourse ces dernières semaines, de nombreuses entreprises technologiques sont à la peine depuis plusieurs séances.","Nachdem sie in den letzten Wochen Höchststände an der Börse erreicht hatten, haben viele Technologieunternehmen seit einigen Sitzungen zu kämpfen.","Nachdem sie in den letzten Wochen Tiefststände an der Börse erreicht hatten, haben viele Technologieunternehmen seit einigen Sitzungen zu kämpfen.","Obwohl sie ın den letzten Wochen Höchststände an der Börse erreicht hatten, haben viele Technologieunternehmen seit einigen Sitzungen zu kämpfen.","Nachdem sie in den letzten Wochen Höchststände an der Börse erreicht hatten, hatten viele Technologieunternehmen seit einigen Sitzungen zu kämpfen.","Seit sie ın den letzten Wochen Höchststände an der Börse erreicht hatten, haben viele Technologieunternehmen seit einigen Sitzungen zu kämpfen.","Suite à avoir gravi des sommets en escalade ces dernières semaines, de nombreuses équipes athlétiques ont eu du mal lors des dernières compétitions.","Après avoir atteint des pics de température ces dernières semaines, de nombreux pays méditerranéens souffrent de divers problèmes environnementaux ces derniers jours.","Ayant gagne des points culminants en matière de popularité ces dernières semaines, de nombreux artistes musicaux ont eu du mal à maintenir leur puissance depuis quelques représentations.","Après avoir atteint des sommets dans les classements universitaires ces derniers mois, de nombreuses institutions éducatives éprouvent des difficultés durant ce semestre."
"""Il est naturel que les investisseurs commencent à reevaluer leurs attentes en periode de resultats"", commente Christopher Low de FHN Financial.","„Es ist normal, dass die Anleger ihre Erwartungen im Zuge der Ergebnismeldungen neu bewerten“, kommentiert Christopher Low von FHN Financial.","""Es ist ungewöhnlich, dass die Anleger ihre Erwartungen im Zuge der Ergebnismeldungen neu bewerten"", erklärt Christopher Low von FHN Financıal.","""Es ist nützlich, dass die Anleger ihre Ausgaben im Zuge der Ergebnismeldungen neu bewerten"", beobachtet Christopher Low von FHN Financial.","""Es ist beunruhigend, dass die Anleger ihre Risiken im Zuge der Ergebnismeldungen neu bewerten"", warnt Christopher Low von FHN Financial.","""Es ist erstaunlich, dass die Anleger ihre Strategien ım Zuge der Ergebnismeldungen neu bewerten"", bemerkt Christopher Low von FHN Financial.","""Tl est logique que les investisseurs commencent à diversifier leurs portefeuilles en periode d'incertitude"", observe Roberto Martini de FHN Financial.","""Tl est prévisible que les investisseurs commencent à minimiser leurs risques en période de crise"", déclare Caroline Leblanc de FHN Financial.","""Il est courant que les investisseurs commencent à augmenter leurs investissements en periode de croissance"", note Frank Dupont de FHN Financial.","""Il est normal que les investisseurs commencent à réviser leurs objectifs en période de changements"", souligne Francis Lombard de FHN Financial."
"""Cela les pousse ä se pencher sur les valeurs  boursières"" de certains grands noms du secteur, explique M. Low, qui juge ""extraordinairement élevées"" les capitalisations de géants comme Facebook, Amazon, Alphabet (Google), Microsoft ou Apple.","„Diese veranlassen sie dazu, sich die Marktwerte““  einiger der großen Namen der Branche anzusehen,  erklärt Low, der die Kapitalisierungen von Giganten  wie Facebook, Amazon, Alphabet (Google), Microsoft und Apple als ,auBerordentlich hoch“ bezeichnet.","„Diese zwingen sie dazu, sich die Umsatzzahlen"" einiger der großen Namen der Branche anzuschauen, betont Meyer, der die Verkaufszahlen von Riesen wie Facebook, Amazon, Alphabet (Google), Microsoft und Apple als ,beispiellos hoch“ bezeichnet.","„Diese bewegen sie dazu, sich die Geschäftsmodelle"" einiger der großen Namen der Branche zu betrachten,  sagt Schmidt, der die Geschäftsstrategien von Giganten wie Facebook, Amazon, Alphabet (Google), Microsoft und Apple als „außergewöhnlich fortschrittlich“  bezeichnet.","„Diese drängen sie dazu, sich die Mitarbeiterzahlen"" einiger der großen Namen der Branche einzuschätzen, meint Fischer, der die Personalstärken von Größen wie Facebook, Amazon, Alphabet (Google), Microsoft und Apple als ,unglaublich groB“ bezeichnet.","„Diese verleiten sie dazu, sich die Wachstumsraten"" einiger der großen Namen der Branche zu beurteilen, äußert Weber, der die Expansionstrends von Schwergewichten wie Facebook, Amazon, Alphabet (Google), Microsoft und Apple als „außerordentlich beschleunigt“ bezeichnet.","""Cela les incite à réagir face aux valeurs boursieres""  de certaines entreprises renommées du domaine, précise M. Low, qui trouve ""incomparablement énormes"" les capitalisations de titans tels que Facebook, Amazon, Alphabet (Google), Microsoft ou Apple.","""Cela les conduit à examiner les valeurs boursières""  de quelques mastodontes du milieu, commente M. Low, qui considère ""exceptionnellement hautes"" les capitalisations de colosses comme Facebook, Amazon, Alphabet (Google), Microsoft ou Apple.","""Cela les amène à se focaliser sur les valeurs boursières"" de divers monstres sacrés de l'industrie, déclare M. Low, qui estime ""extraordinairement grandioses"" les capitalisations de géants comme Facebook, Amazon, Alphabet (Google), Microsoft ou Apple.","""Cela les pousse à scruter les valeurs boursieres"" de plusieurs cadors de la sphère, expose M. Low, qui perçoit ""incroyablement expansives"" les capitalisations de titans tels que Facebook, Amazon, Alphabet (Google), Microsoft ou Apple."
